,Pais,Codigo,Periodo,Value,Indicador
4972,Serbia,SRB,2006,1,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
4973,Serbia,SRB,2007,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
4974,Serbia,SRB,2008,0.999999994,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
4975,Serbia,SRB,2009,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
4976,Serbia,SRB,2010,5.000000037,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
4977,Serbia,SRB,2011,1.000000007,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
4978,Serbia,SRB,2012,1.000000004,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
4979,Serbia,SRB,2013,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
4980,Serbia,SRB,2014,56.99999978,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
4981,Serbia,SRB,2015,2.00000001,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
4982,Serbia,SRB,2016,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
4983,Serbia,SRB,2017,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
4984,Seychelles,SYC,1990,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
4985,Seychelles,SYC,1991,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
4986,Seychelles,SYC,1992,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
4987,Seychelles,SYC,1993,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
4988,Seychelles,SYC,1994,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
4989,Seychelles,SYC,1995,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
4990,Seychelles,SYC,1996,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
4991,Seychelles,SYC,1997,5.000000706,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
4992,Seychelles,SYC,1998,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
4993,Seychelles,SYC,1999,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
4994,Seychelles,SYC,2000,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
4995,Seychelles,SYC,2001,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
4996,Seychelles,SYC,2002,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
4997,Seychelles,SYC,2003,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
4998,Seychelles,SYC,2004,2.999999799,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
4999,Seychelles,SYC,2005,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5000,Seychelles,SYC,2006,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5001,Seychelles,SYC,2007,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5002,Seychelles,SYC,2008,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5003,Seychelles,SYC,2009,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5004,Seychelles,SYC,2010,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5005,Seychelles,SYC,2011,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5006,Seychelles,SYC,2012,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5007,Seychelles,SYC,2013,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5008,Seychelles,SYC,2014,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5009,Seychelles,SYC,2015,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5010,Seychelles,SYC,2016,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5011,Seychelles,SYC,2017,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5012,Sierra Leone,SLE,1990,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5013,Sierra Leone,SLE,1991,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5014,Sierra Leone,SLE,1992,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5015,Sierra Leone,SLE,1993,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5016,Sierra Leone,SLE,1994,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5017,Sierra Leone,SLE,1995,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5018,Sierra Leone,SLE,1996,12,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5019,Sierra Leone,SLE,1997,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5020,Sierra Leone,SLE,1998,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5021,Sierra Leone,SLE,1999,12.99999982,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5022,Sierra Leone,SLE,2000,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5023,Sierra Leone,SLE,2001,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5024,Sierra Leone,SLE,2002,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5025,Sierra Leone,SLE,2003,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5026,Sierra Leone,SLE,2004,10.00000001,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5027,Sierra Leone,SLE,2005,19.99999996,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5028,Sierra Leone,SLE,2006,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5029,Sierra Leone,SLE,2007,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5030,Sierra Leone,SLE,2008,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5031,Sierra Leone,SLE,2009,102.9999996,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5032,Sierra Leone,SLE,2010,15.99999994,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5033,Sierra Leone,SLE,2011,21.00000003,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5034,Sierra Leone,SLE,2012,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5035,Sierra Leone,SLE,2013,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5036,Sierra Leone,SLE,2014,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5037,Sierra Leone,SLE,2015,10.00000002,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5038,Sierra Leone,SLE,2016,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5039,Sierra Leone,SLE,2017,250.0000014,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5040,Singapore,SGP,1990,1.000000011,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5041,Singapore,SGP,1991,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5042,Singapore,SGP,1992,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5043,Singapore,SGP,1993,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5044,Singapore,SGP,1994,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5045,Singapore,SGP,1995,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5046,Singapore,SGP,1996,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5047,Singapore,SGP,1997,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5048,Singapore,SGP,1998,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5049,Singapore,SGP,1999,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5050,Singapore,SGP,2000,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5051,Singapore,SGP,2001,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5052,Singapore,SGP,2002,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5053,Singapore,SGP,2003,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5054,Singapore,SGP,2004,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5055,Singapore,SGP,2005,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5056,Singapore,SGP,2006,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5057,Singapore,SGP,2007,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5058,Singapore,SGP,2008,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5059,Singapore,SGP,2009,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5060,Singapore,SGP,2010,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5061,Singapore,SGP,2011,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5062,Singapore,SGP,2012,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5063,Singapore,SGP,2013,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5064,Singapore,SGP,2014,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5065,Singapore,SGP,2015,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5066,Singapore,SGP,2016,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5067,Singapore,SGP,2017,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5068,Slovakia,SVK,1990,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5069,Slovakia,SVK,1991,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5070,Slovakia,SVK,1992,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5071,Slovakia,SVK,1993,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5072,Slovakia,SVK,1994,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5073,Slovakia,SVK,1995,0.999999986,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5074,Slovakia,SVK,1996,1.000000007,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5075,Slovakia,SVK,1997,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5076,Slovakia,SVK,1998,55,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5077,Slovakia,SVK,1999,3.999999991,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5078,Slovakia,SVK,2000,1.999999996,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5079,Slovakia,SVK,2001,6.000000126,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5080,Slovakia,SVK,2002,0.999999992,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5081,Slovakia,SVK,2003,0.99999998,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5082,Slovakia,SVK,2004,5.000000014,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5083,Slovakia,SVK,2005,2.999999989,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5084,Slovakia,SVK,2006,1,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5085,Slovakia,SVK,2007,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5086,Slovakia,SVK,2008,1.000000003,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5087,Slovakia,SVK,2009,10.00000014,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5088,Slovakia,SVK,2010,6.000000039,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5089,Slovakia,SVK,2011,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5090,Slovakia,SVK,2012,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5091,Slovakia,SVK,2013,2.000000004,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5092,Slovakia,SVK,2014,3.000000023,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5093,Slovakia,SVK,2015,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5094,Slovakia,SVK,2016,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5095,Slovakia,SVK,2017,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5096,Slovenia,SVN,1990,1.00000001,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5097,Slovenia,SVN,1991,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5098,Slovenia,SVN,1992,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5099,Slovenia,SVN,1993,2.000000011,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5100,Slovenia,SVN,1994,0.999999976,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5101,Slovenia,SVN,1995,2.000000012,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5102,Slovenia,SVN,1996,3.000000063,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5103,Slovenia,SVN,1997,0.999999987,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5104,Slovenia,SVN,1998,0.999999945,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5105,Slovenia,SVN,1999,1.999999989,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5106,Slovenia,SVN,2000,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5107,Slovenia,SVN,2001,1.000000032,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5108,Slovenia,SVN,2002,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5109,Slovenia,SVN,2003,1.000000033,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5110,Slovenia,SVN,2004,1.999999973,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5111,Slovenia,SVN,2005,1.000000003,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5112,Slovenia,SVN,2006,1.999999977,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5113,Slovenia,SVN,2007,3.999999986,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5114,Slovenia,SVN,2008,0.999999984,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5115,Slovenia,SVN,2009,3.999999889,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5116,Slovenia,SVN,2010,7.000000205,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5117,Slovenia,SVN,2011,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5118,Slovenia,SVN,2012,1.000000019,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5119,Slovenia,SVN,2013,3.000000038,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5120,Slovenia,SVN,2014,2.000000001,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5121,Slovenia,SVN,2015,1.000000036,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5122,Slovenia,SVN,2016,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5123,Slovenia,SVN,2017,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5124,Solomon Islands,SLB,1990,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5125,Solomon Islands,SLB,1991,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5126,Solomon Islands,SLB,1992,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5127,Solomon Islands,SLB,1993,3.999999995,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5128,Solomon Islands,SLB,1994,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5129,Solomon Islands,SLB,1995,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5130,Solomon Islands,SLB,1996,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5131,Solomon Islands,SLB,1997,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5132,Solomon Islands,SLB,1998,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5133,Solomon Islands,SLB,1999,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5134,Solomon Islands,SLB,2000,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5135,Solomon Islands,SLB,2001,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5136,Solomon Islands,SLB,2002,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5137,Solomon Islands,SLB,2003,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5138,Solomon Islands,SLB,2004,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5139,Solomon Islands,SLB,2005,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5140,Solomon Islands,SLB,2006,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5141,Solomon Islands,SLB,2007,52.0000007,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5142,Solomon Islands,SLB,2008,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5143,Solomon Islands,SLB,2009,20.99999967,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5144,Solomon Islands,SLB,2010,2,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5145,Solomon Islands,SLB,2011,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5146,Solomon Islands,SLB,2012,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5147,Solomon Islands,SLB,2013,9.999999965,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5148,Solomon Islands,SLB,2014,47.00000022,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5149,Solomon Islands,SLB,2015,8.999999991,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5150,Solomon Islands,SLB,2016,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5151,Solomon Islands,SLB,2017,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5152,Somalia,SOM,1990,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5153,Somalia,SOM,1991,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5154,Somalia,SOM,1992,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5155,Somalia,SOM,1993,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5156,Somalia,SOM,1994,129.9999975,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5157,Somalia,SOM,1995,20.00000017,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5158,Somalia,SOM,1996,2.999999999,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5159,Somalia,SOM,1997,2310.998821,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5160,Somalia,SOM,1998,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5161,Somalia,SOM,1999,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5162,Somalia,SOM,2000,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5163,Somalia,SOM,2001,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5164,Somalia,SOM,2002,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5165,Somalia,SOM,2003,1,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5166,Somalia,SOM,2004,298.000037,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5167,Somalia,SOM,2005,12,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5168,Somalia,SOM,2006,102.0000002,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5169,Somalia,SOM,2007,24.99999974,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5170,Somalia,SOM,2008,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5171,Somalia,SOM,2009,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5172,Somalia,SOM,2010,10.99999997,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5173,Somalia,SOM,2011,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5174,Somalia,SOM,2012,31.00000006,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5175,Somalia,SOM,2013,169.0000105,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5176,Somalia,SOM,2014,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5177,Somalia,SOM,2015,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5178,Somalia,SOM,2016,8.999999996,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5179,Somalia,SOM,2017,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5180,South Africa,ZAF,1990,12.00000003,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
5181,South Africa,ZAF,1991,0,Muertes por exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (número)
